date,revenue,transactions,qty_sold,day_of_week,week_of_year,month,year,is_weekend,is_holiday,is_ramadan
2025-11-02,1282881.6,147.0,432.0,6,44,11,2025,1,0,0
2026-02-18,1366314.4,163.0,425.0,2,8,2,2026,0,0,0
2026-02-19,1234297.8,151.0,379.0,3,8,2,2026,0,0,0
2026-02-20,1816289.2,216.0,576.0,4,8,2,2026,0,0,0
2026-02-21,1280499.1,182.0,398.0,5,8,2,2026,1,0,0
2026-02-22,877570.94,135.0,266.0,6,8,2,2026,1,0,0
2026-02-23,850686.44,120.0,248.0,0,9,2,2026,0,0,0
2026-02-24,1001676.94,115.0,283.0,1,9,2,2026,0,0,0
2026-02-25,1069774.2,173.0,304.0,2,9,2,2026,0,0,0
2026-02-26,1259005.0,162.0,376.0,3,9,2,2026,0,0,0
2026-02-27,1394826.4,157.0,432.0,4,9,2,2026,0,0,0
2026-02-28,1388401.4,190.0,439.0,5,9,2,2026,1,0,0
2026-03-01,1396114.1,191.0,445.0,6,9,3,2026,1,0,1
2026-03-02,1047876.7,128.0,332.0,0,10,3,2026,0,0,1
2026-03-03,388173.3,50.0,127.0,1,10,3,2026,0,0,1
2026-03-04,2467408.5,289.0,715.0,2,10,3,2026,0,0,1
2026-03-05,2938155.0,309.0,840.0,3,10,3,2026,0,0,1
2026-03-06,489933.12,54.0,129.0,4,10,3,2026,0,0,1
2026-03-07,1822834.5,199.0,581.0,5,10,3,2026,1,0,1
2026-03-08,2015501.2,226.0,598.0,6,10,3,2026,1,0,1
2026-03-09,2041401.1,230.0,587.0,0,11,3,2026,0,0,1
2026-03-10,1984941.1,218.0,576.0,1,11,3,2026,0,0,1
2026-03-11,1937501.6,221.0,571.0,2,11,3,2026,0,0,1
2026-03-12,1913363.5,230.0,572.0,3,11,3,2026,0,0,1
2026-03-13,1870536.2,236.0,558.0,4,11,3,2026,0,0,1
2025-02-25,1487799.5,176.0,462.0,1,9,2,2025,0,0,0
2025-02-26,1840817.8,216.0,584.0,2,9,2,2025,0,0,0
2025-02-27,809974.3,113.0,245.0,3,9,2,2025,0,0,0
2025-02-28,1948931.4,232.0,658.0,4,9,2,2025,0,0,0
2025-03-01,1897412.2,246.0,628.0,5,9,3,2025,1,0,1
2025-03-02,1863918.4,236.0,593.0,6,9,3,2025,1,0,1
2025-03-03,1939744.5,202.0,574.0,0,10,3,2025,0,0,1
2025-03-04,1990394.5,180.0,595.0,1,10,3,2025,0,0,1
2025-03-05,1967243.0,188.0,596.0,2,10,3,2025,0,0,1
2025-03-06,1851934.8,204.0,560.0,3,10,3,2025,0,0,1
2025-03-07,1481099.9,172.0,450.0,4,10,3,2025,0,0,1
2025-03-08,696407.9,120.0,210.0,5,10,3,2025,1,0,1
2025-03-09,1093185.6,95.0,324.0,6,10,3,2025,1,0,1
2025-03-10,2650429.0,292.0,797.0,0,11,3,2025,0,0,1
2025-03-11,1876172.4,108.0,508.0,1,11,3,2025,0,0,1
2025-03-12,2088528.1,301.0,637.0,2,11,3,2025,0,0,1
2025-03-13,2359649.8,232.0,728.0,3,11,3,2025,0,0,1
2025-03-14,2262359.0,251.0,700.0,4,11,3,2025,0,0,1
2025-03-15,2284611.0,217.0,687.0,5,11,3,2025,1,0,1
2025-03-16,2183609.0,194.0,680.0,6,11,3,2025,1,0,1
2025-03-17,2062883.4,197.0,656.0,0,12,3,2025,0,0,1
2025-03-18,1959937.9,215.0,625.0,1,12,3,2025,0,0,1
2025-03-19,1850288.6,218.0,577.0,2,12,3,2025,0,0,1
2025-03-20,1417058.9,186.0,423.0,3,12,3,2025,0,0,1
2026-05-04,1351342.9,161.0,420.0,0,19,5,2026,0,0,0
2026-05-05,1593031.0,180.0,502.0,1,19,5,2026,0,0,0
2026-05-06,1572187.1,199.0,493.0,2,19,5,2026,0,0,0
2026-05-07,811805.6,101.0,267.0,3,19,5,2026,0,0,0
2026-05-08,401985.53,44.0,136.0,4,19,5,2026,0,0,0
2026-05-09,427739.75,42.0,141.0,5,19,5,2026,1,0,0
2026-05-10,539026.2,71.0,170.0,6,19,5,2026,1,0,0
2026-05-11,804619.8,86.0,251.0,0,20,5,2026,0,0,0
2026-05-12,1026647.06,119.0,331.0,1,20,5,2026,0,0,0
2026-05-13,1179611.6,140.0,392.0,2,20,5,2026,0,0,0
2026-05-14,1247470.2,172.0,415.0,3,20,5,2026,0,0,0
2026-05-15,1270952.0,188.0,417.0,4,20,5,2026,0,0,0
2026-05-16,1010897.7,129.0,321.0,5,20,5,2026,1,0,0
2026-05-17,396514.38,50.0,131.0,6,20,5,2026,1,0,0
2026-05-18,2567505.2,295.0,735.0,0,21,5,2026,0,0,0
2026-05-19,3013413.0,287.0,813.0,1,21,5,2026,0,0,0
2026-05-20,218604.45,21.0,49.0,2,21,5,2026,0,0,0
2026-05-21,324326.75,44.0,107.0,3,21,5,2026,0,0,0
2026-05-22,358977.28,61.0,110.0,4,21,5,2026,0,0,0
2026-05-23,735837.75,86.0,221.0,5,21,5,2026,1,0,0
2026-05-24,1052311.0,116.0,335.0,6,21,5,2026,1,0,0
2026-05-25,1272313.9,146.0,431.0,0,22,5,2026,0,0,0
2026-05-26,1379031.1,190.0,476.0,1,22,5,2026,0,0,0
2026-05-27,1409426.0,211.0,481.0,2,22,5,2026,0,0,0
2024-12-02,1382221.9,165.0,430.0,0,49,12,2024,0,0,0
2024-12-03,996573.2,129.0,312.0,1,49,12,2024,0,0,0
2024-12-04,2044199.8,244.0,627.0,2,49,12,2024,0,0,0
2024-12-05,1931459.0,216.0,579.0,3,49,12,2024,0,0,0
2024-12-06,1685780.4,164.0,502.0,4,49,12,2024,0,0,0
2024-12-07,1413335.6,180.0,424.0,5,49,12,2024,1,0,0
2024-12-08,1430689.1,150.0,440.0,6,49,12,2024,1,0,0
2024-12-09,1460865.0,166.0,446.0,0,50,12,2024,0,0,0
2024-12-10,1445459.4,208.0,447.0,1,50,12,2024,0,0,0
2024-12-11,1551633.8,194.0,485.0,2,50,12,2024,0,0,0
2024-12-12,1563687.8,202.0,490.0,3,50,12,2024,0,0,0
2024-12-13,1484621.9,208.0,464.0,4,50,12,2024,0,0,0
2024-12-14,1204600.6,145.0,370.0,5,50,12,2024,1,0,0
2024-12-15,484534.8,61.0,156.0,6,50,12,2024,1,0,0
2024-12-16,1187190.8,88.0,371.0,0,51,12,2024,0,0,0
2024-12-17,2821071.5,263.0,827.0,1,51,12,2024,0,0,0
2024-12-18,2338124.2,224.0,679.0,2,51,12,2024,0,0,0
2024-12-19,1366013.0,167.0,422.0,3,51,12,2024,0,0,0
2024-12-20,507622.03,55.0,162.0,4,51,12,2024,0,0,0
2024-12-21,507733.6,54.0,161.0,5,51,12,2024,1,0,0
2024-12-22,870777.6,74.0,279.0,6,51,12,2024,1,0,0
2024-12-23,1126655.6,134.0,386.0,0,52,12,2024,0,0,0
2024-12-24,1376399.4,162.0,496.0,1,52,12,2024,0,0,0
2024-12-25,1505413.4,195.0,548.0,2,52,12,2024,0,0,0
2025-09-18,1570363.8,186.0,487.0,3,38,9,2025,0,0,0
2025-09-19,1881933.6,222.0,595.0,4,38,9,2025,0,0,0
2025-09-20,1120379.6,156.0,355.0,5,38,9,2025,1,0,0
2025-09-21,1863295.9,205.0,612.0,6,38,9,2025,1,0,0
2025-09-22,1744262.1,231.0,547.0,0,39,9,2025,0,0,0
2025-09-23,1560614.5,209.0,463.0,1,39,9,2025,0,0,0
2025-09-24,1552829.1,198.0,453.0,2,39,9,2025,0,0,0
2025-09-25,1654897.5,177.0,490.0,3,39,9,2025,0,0,0
2025-09-26,1692959.9,187.0,509.0,4,39,9,2025,0,0,0
2025-09-27,1620418.0,200.0,492.0,5,39,9,2025,1,0,0
2025-09-28,1139061.4,136.0,356.0,6,39,9,2025,1,0,0
2025-09-29,469079.3,63.0,153.0,0,40,9,2025,0,0,0
2025-09-30,2376223.0,279.0,724.0,1,40,9,2025,0,0,0
2025-10-01,2860311.5,301.0,844.0,2,40,10,2025,0,0,0
2025-10-02,320293.12,34.0,87.0,3,40,10,2025,0,0,0
2025-10-03,1557153.0,200.0,506.0,4,40,10,2025,0,0,0
2025-10-04,1805189.8,218.0,535.0,5,40,10,2025,1,0,0
2025-10-05,1876142.2,238.0,541.0,6,40,10,2025,1,0,0
2025-10-06,1830321.4,237.0,538.0,0,41,10,2025,0,0,0
2025-10-07,1771948.8,243.0,530.0,1,41,10,2025,0,0,0
2025-10-08,1673853.0,247.0,500.0,2,41,10,2025,0,0,0
2025-10-09,1276131.4,184.0,381.0,3,41,10,2025,0,0,0
2025-10-10,579677.7,96.0,183.0,4,41,10,2025,0,0,0
2025-10-11,2248154.8,307.0,719.0,5,41,10,2025,1,0,0
2024-10-31,1426652.2,169.0,443.0,3,44,10,2024,0,0,0
2024-11-01,1804529.6,210.0,574.0,4,44,11,2024,0,0,0
2024-11-02,1099028.0,154.0,351.0,5,44,11,2024,1,0,0
2024-11-03,861552.25,104.0,271.0,6,44,11,2024,1,0,0
2024-11-04,721709.9,90.0,215.0,0,45,11,2024,0,0,0
2024-11-05,784002.4,105.0,227.0,1,45,11,2024,0,0,0
2024-11-06,1012432.0,138.0,304.0,2,45,11,2024,0,0,0
2024-11-07,1296279.2,150.0,413.0,3,45,11,2024,0,0,0
2024-11-08,1459755.0,184.0,486.0,4,45,11,2024,0,0,0
2024-11-09,1551118.5,211.0,523.0,5,45,11,2024,1,0,0
2024-11-10,1608536.0,221.0,539.0,6,45,11,2024,1,0,0
2024-11-11,1577655.1,224.0,519.0,0,46,11,2024,0,0,0
2024-11-12,1323845.2,171.0,425.0,1,46,11,2024,0,0,0
2024-11-13,603518.1,87.0,204.0,2,46,11,2024,0,0,0
2024-11-14,1040262.4,78.0,340.0,3,46,11,2024,0,0,0
2024-11-15,2659462.0,285.0,811.0,4,46,11,2024,0,0,0
2024-11-16,2240428.5,180.0,639.0,5,46,11,2024,1,0,0
2024-11-17,1702992.8,245.0,506.0,6,46,11,2024,1,0,0
2024-11-18,1148930.0,156.0,311.0,0,47,11,2024,0,0,0
2024-11-19,995723.6,123.0,285.0,1,47,11,2024,0,0,0
2024-11-20,1242274.6,137.0,352.0,2,47,11,2024,0,0,0
2024-11-21,1432490.5,191.0,414.0,3,47,11,2024,0,0,0
2024-11-22,1578430.6,208.0,477.0,4,47,11,2024,0,0,0
2024-11-23,1656106.5,190.0,515.0,5,47,11,2024,1,0,0
2024-11-25,1495751.9,177.0,464.0,0,48,11,2024,0,0,0
2024-11-26,1867733.5,220.0,593.0,1,48,11,2024,0,0,0
2024-11-27,1091725.1,152.0,346.0,2,48,11,2024,0,0,0
2024-11-28,2146913.0,261.0,703.0,3,48,11,2024,0,0,0
2024-11-29,2140114.5,246.0,686.0,4,48,11,2024,0,0,0
2024-11-30,2076908.1,232.0,650.0,5,48,11,2024,1,0,0
2024-12-01,2034060.4,212.0,604.0,6,48,12,2024,1,0,0
2024-12-02,2047510.6,186.0,613.0,0,49,12,2024,0,0,0
2024-12-03,2023287.9,193.0,614.0,1,49,12,2024,0,0,0
2024-12-04,1977229.4,212.0,600.0,2,49,12,2024,0,0,0
2024-12-05,1937846.4,220.0,584.0,3,49,12,2024,0,0,0
2024-12-06,1871461.9,220.0,553.0,4,49,12,2024,0,0,0
2024-12-07,1704724.6,209.0,482.0,5,49,12,2024,1,0,0
2024-12-08,1075604.0,177.0,294.0,6,49,12,2024,1,0,0
2024-12-09,583919.06,98.0,155.0,0,50,12,2024,0,0,0
2024-12-10,2153620.5,326.0,627.0,1,50,12,2024,0,0,0
2024-12-11,2807709.5,268.0,830.0,2,50,12,2024,0,0,0
2024-12-12,1380877.6,144.0,432.0,3,50,12,2024,0,0,0
2024-12-13,2202843.5,257.0,726.0,4,50,12,2024,0,0,0
2024-12-14,2510131.5,210.0,770.0,5,50,12,2024,1,0,0
2024-12-15,2239173.0,285.0,695.0,6,50,12,2024,1,0,0
2024-12-16,2307322.5,219.0,713.0,0,51,12,2024,0,0,0
2024-12-17,2281943.2,182.0,718.0,1,51,12,2024,0,0,0
2024-12-18,2151149.0,187.0,702.0,2,51,12,2024,0,0,0
2025-05-23,1433836.9,170.0,445.0,4,21,5,2025,0,0,0
2025-05-24,1817443.4,212.0,578.0,5,21,5,2025,1,0,0
2025-05-25,1062500.8,149.0,338.0,6,21,5,2025,1,0,0
2025-05-26,2193284.5,260.0,710.0,0,22,5,2025,0,0,0
2025-05-27,2190178.2,242.0,700.0,1,22,5,2025,0,0,0
2025-05-28,2110543.8,235.0,663.0,2,22,5,2025,0,0,0
2025-05-29,2078016.9,213.0,625.0,3,22,5,2025,0,0,0
2025-05-30,2089592.4,188.0,636.0,4,22,5,2025,0,0,0
2025-05-31,2052892.6,193.0,636.0,5,22,5,2025,1,0,0
2025-06-01,1997089.9,212.0,623.0,6,22,6,2025,1,0,0
2025-06-02,1967600.9,221.0,613.0,0,23,6,2025,0,0,0
2025-06-03,1933411.2,220.0,596.0,1,23,6,2025,0,0,0
2025-06-04,1843058.5,215.0,552.0,2,23,6,2025,0,0,0
2025-06-05,1454431.6,194.0,416.0,3,23,6,2025,0,0,0
2025-06-06,677172.7,138.0,185.0,4,23,6,2025,0,0,0
2025-06-07,766898.5,78.0,204.0,5,23,6,2025,1,0,0
2025-06-08,2552118.2,308.0,757.0,6,23,6,2025,1,0,0
2025-06-09,2856687.2,228.0,817.0,0,24,6,2025,0,0,0
2025-06-10,586691.94,46.0,163.0,1,24,6,2025,0,0,0
2025-06-11,148781.86,22.0,46.0,2,24,6,2025,0,0,0
2025-06-12,246595.33,47.0,76.0,3,24,6,2025,0,0,0
2025-06-13,577895.5,84.0,173.0,4,24,6,2025,0,0,0
2025-06-14,997274.75,101.0,312.0,5,24,6,2025,1,0,0
2025-06-15,1276377.5,148.0,432.0,6,24,6,2025,1,0,0
2026-05-04,1355976.8,162.0,422.0,0,19,5,2026,0,0,0
2026-05-05,1137226.8,144.0,348.0,1,19,5,2026,0,0,0
2026-05-06,1993417.1,239.0,612.0,2,19,5,2026,0,0,0
2026-05-07,1658601.9,221.0,507.0,3,19,5,2026,0,0,0
2026-05-08,1317831.4,182.0,395.0,4,19,5,2026,0,0,0
2026-05-09,1239325.5,159.0,370.0,5,19,5,2026,1,0,0
2026-05-10,1308139.2,145.0,389.0,6,19,5,2026,1,0,0
2026-05-11,1348400.9,184.0,400.0,0,20,5,2026,0,0,0
2026-05-12,1434665.0,203.0,434.0,1,20,5,2026,0,0,0
2026-05-13,1559125.8,193.0,478.0,2,20,5,2026,0,0,0
2026-05-14,1582838.0,210.0,489.0,3,20,5,2026,0,0,0
2026-05-15,1587411.8,215.0,491.0,4,20,5,2026,0,0,0
2026-05-16,1550861.8,208.0,477.0,5,20,5,2026,1,0,0
2026-05-17,1304330.5,170.0,390.0,6,20,5,2026,1,0,0
2026-05-18,567849.8,81.0,179.0,0,21,5,2026,0,0,0
2026-05-19,1272262.6,109.0,395.0,1,21,5,2026,0,0,0
2026-05-20,2777122.2,270.0,832.0,2,21,5,2026,0,0,0
2026-05-21,1702048.2,89.0,488.0,3,21,5,2026,0,0,0
2026-05-22,2018039.9,287.0,643.0,4,21,5,2026,0,0,0
2026-05-23,2294833.2,221.0,739.0,5,21,5,2026,1,0,0
2026-05-24,2154272.2,264.0,683.0,6,21,5,2026,1,0,0
2026-05-25,2225412.8,205.0,681.0,0,22,5,2026,0,0,0
2026-05-26,2108640.8,180.0,661.0,1,22,5,2026,0,0,0
2026-05-27,1982704.5,191.0,630.0,2,22,5,2026,0,0,0
2024-10-09,1393662.4,166.0,433.0,2,41,10,2024,0,0,0
2024-10-10,1786884.9,208.0,568.0,3,41,10,2024,0,0,0
2024-10-11,1285863.9,174.0,410.0,4,41,10,2024,0,0,0
2024-10-12,656292.94,95.0,212.0,5,41,10,2024,1,0,0
2024-10-13,532872.7,53.0,167.0,6,41,10,2024,1,0,0
2024-10-14,630267.9,70.0,192.0,0,42,10,2024,0,0,0
2024-10-15,868628.0,111.0,271.0,1,42,10,2024,0,0,0
2024-10-16,1171415.2,142.0,387.0,2,42,10,2024,0,0,0
2024-10-17,1372161.4,161.0,471.0,3,42,10,2024,0,0,0
2024-10-18,1395147.0,203.0,481.0,4,42,10,2024,0,0,0
2024-10-19,1371854.6,201.0,463.0,5,42,10,2024,1,0,0
2024-10-20,797139.9,103.0,273.0,6,42,10,2024,1,0,0
2024-10-21,1041371.9,120.0,348.0,0,43,10,2024,0,0,0
2024-10-22,2612018.8,312.0,797.0,1,43,10,2024,0,0,0
2024-10-23,1656784.6,101.0,455.0,2,43,10,2024,0,0,0
2024-10-24,2097878.0,283.0,674.0,3,43,10,2024,0,0,0
2024-10-25,2343413.5,219.0,753.0,4,43,10,2024,0,0,0
2024-10-26,2183701.0,272.0,696.0,5,43,10,2024,1,0,0
2024-10-27,2285356.8,214.0,708.0,6,43,10,2024,1,0,0
2024-10-28,2229139.8,184.0,707.0,0,44,10,2024,0,0,0
2024-10-29,2105139.0,194.0,683.0,1,44,10,2024,0,0,0
2024-10-30,2010876.1,213.0,661.0,2,44,10,2024,0,0,0
2024-10-31,1960946.4,216.0,642.0,3,44,10,2024,0,0,0
2024-11-01,1895682.8,214.0,606.0,4,44,11,2024,0,0,0
2025-04-11,1348102.5,161.0,419.0,4,15,4,2025,0,0,0
2025-04-12,294831.12,39.0,97.0,5,15,4,2025,1,0,0
2025-04-13,2290580.5,277.0,652.0,6,15,4,2025,1,0,0
2025-04-14,2641071.0,321.0,719.0,0,16,4,2025,0,0,0
2025-04-15,2645160.8,300.0,678.0,1,16,4,2025,0,0,0
2025-04-16,2433056.8,300.0,618.0,2,16,4,2025,0,0,0
2025-04-17,2428680.0,244.0,639.0,3,16,4,2025,0,0,0
2025-04-18,2242943.5,243.0,621.0,4,16,4,2025,0,0,0
2025-04-19,2064766.1,246.0,594.0,5,16,4,2025,1,0,0
2025-04-20,1937365.4,249.0,561.0,6,16,4,2025,1,0,0
2025-04-21,1759565.0,233.0,500.0,0,17,4,2025,0,0,0
2025-04-22,1327119.0,212.0,352.0,1,17,4,2025,0,0,0
2025-04-23,875792.9,164.0,213.0,2,17,4,2025,0,0,0
2025-04-24,647832.44,108.0,160.0,3,17,4,2025,0,0,0
2025-04-25,2026646.4,312.0,550.0,4,17,4,2025,0,0,0
2025-04-26,2642367.2,282.0,778.0,5,17,4,2025,1,0,0
2025-04-27,1288001.6,129.0,396.0,6,17,4,2025,1,0,0
2025-04-28,2082448.5,286.0,676.0,0,18,4,2025,0,0,0
2025-04-29,2464600.8,211.0,769.0,1,18,4,2025,0,0,0
2025-04-30,2232707.2,270.0,713.0,2,18,4,2025,0,0,0
2025-05-01,2256991.5,231.0,698.0,3,18,5,2025,0,0,0
2025-05-02,2259315.5,180.0,720.0,4,18,5,2025,0,0,0
2025-05-03,2162461.5,182.0,708.0,5,18,5,2025,1,0,0
2025-05-04,2040709.2,204.0,683.0,6,18,5,2025,1,0,0
2024-10-30,1340599.0,160.0,417.0,2,44,10,2024,0,0,0
2024-10-31,592010.3,73.0,200.0,3,44,10,2024,0,0,0
2024-11-01,2371568.8,281.0,685.0,4,44,11,2024,0,0,0
2024-11-02,2665742.2,255.0,765.0,5,44,11,2024,1,0,0
2024-11-03,2513646.0,281.0,689.0,6,44,11,2024,1,0,0
2024-11-04,2369698.2,260.0,665.0,0,45,11,2024,0,0,0
2024-11-05,2293136.8,228.0,659.0,1,45,11,2024,0,0,0
2024-11-06,2128277.5,228.0,633.0,2,45,11,2024,0,0,0
2024-11-07,1954419.1,228.0,591.0,3,45,11,2024,0,0,0
2024-11-08,1669842.4,209.0,493.0,4,45,11,2024,0,0,0
2024-11-09,919965.1,175.0,259.0,5,45,11,2024,1,0,0
2024-11-10,610836.0,86.0,165.0,6,45,11,2024,1,0,0
2024-11-11,2241434.8,327.0,655.0,0,46,11,2024,0,0,0
2024-11-12,2793489.8,268.0,816.0,1,46,11,2024,0,0,0
2024-11-13,1015000.0,102.0,312.0,2,46,11,2024,0,0,0
2024-11-14,2067128.8,225.0,691.0,3,46,11,2024,0,0,0
2024-11-15,2261894.0,202.0,719.0,4,46,11,2024,0,0,0
2024-11-16,2068487.6,247.0,657.0,5,46,11,2024,1,0,0
2024-11-17,2088725.6,192.0,646.0,6,46,11,2024,1,0,0
2024-11-18,2016856.5,154.0,636.0,0,47,11,2024,0,0,0
2024-11-19,1708683.9,151.0,550.0,1,47,11,2024,0,0,0
2024-11-20,914133.5,121.0,297.0,2,47,11,2024,0,0,0
2024-11-21,1582587.9,182.0,520.0,3,47,11,2024,0,0,0
2024-11-22,2473588.2,230.0,810.0,4,47,11,2024,0,0,0
2026-05-06,1356821.6,162.0,422.0,2,19,5,2026,0,0,0
2026-05-07,942527.1,122.0,298.0,3,19,5,2026,0,0,0
2026-05-08,2151724.0,263.0,656.0,4,19,5,2026,0,0,0
2026-05-09,2203270.8,222.0,657.0,5,19,5,2026,1,0,0
2026-05-10,2107013.0,154.0,617.0,6,19,5,2026,1,0,0
2026-05-11,1685978.2,210.0,492.0,0,20,5,2026,0,0,0
2026-05-12,1683899.5,165.0,513.0,1,20,5,2026,0,0,0
2026-05-13,1683905.4,168.0,514.0,2,20,5,2026,0,0,0
2026-05-14,1633228.0,203.0,504.0,3,20,5,2026,0,0,0
2026-05-15,1674726.9,196.0,520.0,4,20,5,2026,0,0,0
2026-05-16,1565956.4,202.0,486.0,5,20,5,2026,1,0,0
2026-05-17,1147166.4,139.0,356.0,6,20,5,2026,1,0,0
2026-05-18,446025.66,53.0,145.0,0,21,5,2026,0,0,0
2026-05-19,2250401.0,266.0,676.0,1,21,5,2026,0,0,0
2026-05-20,2719708.8,312.0,825.0,2,21,5,2026,0,0,0
2026-05-21,1454981.6,153.0,425.0,3,21,5,2026,0,0,0
2026-05-22,2282622.8,257.0,721.0,4,21,5,2026,0,0,0
2026-05-23,2536914.5,221.0,758.0,5,21,5,2026,1,0,0
2026-05-24,2266184.2,285.0,685.0,6,21,5,2026,1,0,0
2026-05-25,2357911.5,206.0,722.0,0,22,5,2026,0,0,0
2026-05-26,2297675.0,182.0,720.0,1,22,5,2026,0,0,0
2026-05-27,2142983.5,190.0,701.0,2,22,5,2026,0,0,0
2026-05-28,2025914.0,211.0,675.0,3,22,5,2026,0,0,0
2026-05-29,1976118.0,215.0,657.0,4,22,5,2026,0,0,0
2025-05-15,1425484.5,169.0,443.0,3,20,5,2025,0,0,0
2025-05-16,1786726.1,208.0,567.0,4,20,5,2025,0,0,0
2025-05-17,1602426.5,204.0,491.0,5,20,5,2025,1,0,0
2025-05-18,675095.44,112.0,216.0,6,20,5,2025,1,0,0
2025-05-19,404409.9,39.0,132.0,0,21,5,2025,0,0,0
2025-05-20,464946.84,46.0,151.0,1,21,5,2025,0,0,0
2025-05-21,652924.7,81.0,207.0,2,21,5,2025,0,0,0
2025-05-22,898926.5,93.0,286.0,3,21,5,2025,0,0,0
2025-05-23,1097305.4,131.0,363.0,4,21,5,2025,0,0,0
2025-05-24,1152745.1,143.0,383.0,5,21,5,2025,1,0,0
2025-05-25,844482.3,101.0,274.0,6,21,5,2025,1,0,0
2025-05-26,347781.12,46.0,113.0,0,22,5,2025,0,0,0
2025-05-27,1805054.5,191.0,533.0,1,22,5,2025,0,0,0
2025-05-28,2381531.8,301.0,763.0,2,22,5,2025,0,0,0
2025-05-29,1357688.4,105.0,476.0,3,22,5,2025,0,0,0
2025-05-30,2140131.5,298.0,684.0,4,22,5,2025,0,0,0
2025-05-31,2359455.8,226.0,753.0,5,22,5,2025,1,0,0
2025-06-01,2147521.2,289.0,673.0,6,22,6,2025,1,0,0
2025-06-02,2285269.5,203.0,710.0,0,23,6,2025,0,0,0
2025-06-03,2235162.5,181.0,706.0,1,23,6,2025,0,0,0
2025-06-04,2106115.8,189.0,688.0,2,23,6,2025,0,0,0
2025-06-05,1997130.1,212.0,664.0,3,23,6,2025,0,0,0
2025-06-06,1962419.5,217.0,651.0,4,23,6,2025,0,0,0
2025-06-07,1888965.5,212.0,614.0,5,23,6,2025,1,0,0
2025-12-11,1375659.2,164.0,428.0,3,50,12,2025,0,0,0
2025-12-12,1166818.9,147.0,357.0,4,50,12,2025,0,0,0
2025-12-13,2116981.8,251.0,644.0,5,50,12,2025,1,0,0
2025-12-14,1879519.0,237.0,574.0,6,50,12,2025,1,0,0
2025-12-15,1699336.4,174.0,501.0,0,51,12,2025,0,0,0
2025-12-16,1451946.5,183.0,427.0,1,51,12,2025,0,0,0
2025-12-17,1449836.6,156.0,436.0,2,51,12,2025,0,0,0
2025-12-18,1471438.4,170.0,440.0,3,51,12,2025,0,0,0
2025-12-19,1394468.9,205.0,420.0,4,51,12,2025,0,0,0
2025-12-20,972831.94,107.0,294.0,5,51,12,2025,1,0,0
2025-12-21,504381.1,69.0,156.0,6,51,12,2025,1,0,0
2025-12-22,2541583.0,325.0,713.0,0,52,12,2025,0,0,0
2025-12-23,2315753.2,200.0,569.0,1,52,12,2025,0,0,0
2025-12-24,1421966.0,136.0,376.0,2,52,12,2025,0,0,0
2025-12-25,544466.25,60.0,154.0,3,52,12,2025,0,0,0
2025-12-26,564690.2,77.0,163.0,4,52,12,2025,0,0,0
2025-12-27,881301.9,92.0,264.0,5,52,12,2025,1,0,0
2025-12-28,1136839.8,134.0,367.0,6,52,12,2025,1,0,0
2025-12-29,1359644.4,158.0,467.0,0,1,12,2025,0,0,0
2025-12-30,1405225.1,194.0,488.0,1,1,12,2025,0,0,0
2025-12-31,1360598.4,199.0,464.0,2,1,12,2025,0,0,0
2026-01-01,1066282.2,135.0,358.0,3,1,1,2026,0,1,0
2026-01-02,443503.25,51.0,152.0,4,1,1,2026,0,1,0
2026-01-03,2405727.0,281.0,708.0,5,1,1,2026,1,1,0
2025-10-15,1599031.8,189.0,495.0,2,42,10,2025,0,0,0
2025-10-16,1914836.1,227.0,606.0,3,42,10,2025,0,0,0
2025-10-17,821602.06,110.0,246.0,4,42,10,2025,0,0,0
2025-10-18,2103972.8,276.0,697.0,5,42,10,2025,1,0,0
2025-10-19,2134801.2,246.0,704.0,6,42,10,2025,1,0,0
2025-10-20,2050909.2,273.0,656.0,0,43,10,2025,0,0,0
2025-10-21,2141044.2,214.0,658.0,1,43,10,2025,0,0,0
2025-10-22,2162389.8,187.0,665.0,2,43,10,2025,0,0,0
2025-10-23,2085795.6,192.0,658.0,3,43,10,2025,0,0,0
2025-10-24,1971448.6,212.0,627.0,4,43,10,2025,0,0,0
2025-10-25,1818371.0,206.0,568.0,5,43,10,2025,1,0,0
2025-10-26,1239019.9,187.0,364.0,6,43,10,2025,1,0,0
2025-10-27,704703.9,123.0,187.0,0,44,10,2025,0,0,0
2025-10-28,1523087.4,206.0,426.0,1,44,10,2025,0,0,0
2025-10-29,2542698.2,266.0,777.0,2,44,10,2025,0,0,0
2025-10-30,1351257.4,93.0,419.0,3,44,10,2025,0,0,0
2025-10-31,1937833.5,306.0,640.0,4,44,10,2025,0,0,0
2025-11-01,2202585.0,214.0,743.0,5,44,11,2025,1,0,0
2025-11-02,2100768.0,262.0,700.0,6,44,11,2025,1,0,0
2025-11-03,2197151.0,216.0,695.0,0,45,11,2025,0,0,0
2025-11-04,2193685.0,179.0,706.0,1,45,11,2025,0,0,0
2025-11-05,2093973.4,185.0,687.0,2,45,11,2025,0,0,0
2025-11-06,1984531.9,208.0,657.0,3,45,11,2025,0,0,0
2025-11-07,1920416.1,215.0,631.0,4,45,11,2025,0,0,0
2025-12-03,1340511.1,160.0,417.0,2,49,12,2025,0,0,0
2025-12-04,1208729.5,148.0,371.0,3,49,12,2025,0,0,0
2025-12-05,2079281.5,245.0,641.0,4,49,12,2025,0,0,0
2025-12-06,1769346.8,235.0,550.0,5,49,12,2025,1,0,0
